id_answer,id_website,id_subquestion,id_person,answer,spray_number,timestamp,certainty
29694,1282,27466,93774,"The area has been extensively  affected by humans: forest clearance, farming. mining etc.

Much of the area I've not outlined is natural - a result of geophysical processes (like glaciation). I could have highlighted the whole the map if I'd applied a wider definition,",1,"2023-08-26 10:59:50",8
29695,1282,27467,93774,"The whole of the area is valuable for recreation and the local economy.",1,"2023-08-26 11:03:12",8
29696,1282,27466,93773,"I guess the lakes and hills are formed through glaciation. Wasn't sure whether the woodlands have been planted or the extent to which any of it is managed. Although I guess it could still be considered natural since humans are animals, shaping the landscape. Although I did leave what look like agricultural fields, buildings, and maybe quarries, unsprayed.",1,"2023-08-26 11:05:10",7
29697,1282,27468,93774,"The fells are amazing - but not particularly biodiverse so extending the tree line would be a decent balance. I've assumed that native trees would be growing.",1,"2023-08-26 11:06:22",5
29698,1282,27469,93774,,1,"2023-08-26 11:07:27",9
29699,1282,27467,93773,"I sprayed everything as I think it's all valuable in its own way (and in different ways for different interests)",1,"2023-08-26 11:10:02",7
29700,1282,27468,93773,"It would be good to see more trees for wildlife, and to reduce flooding. I don't really know how high up trees will happily grow!",1,"2023-08-26 11:12:49",2
29701,1282,27469,93773,"Not in the lakes, obviously. And maybe not on the very tops of the hills. Although maybe how well that would work would depend on how densely planted they are.",1,"2023-08-26 11:14:26",3
29702,1282,27466,93775,"I perceive hillslopes/valleys, woodland, and lakes and water courses to be natural in the landscape. ",1,"2023-08-26 11:38:25",8
29703,1282,27466,93776,"All mountains, greenery, woodland, lakes I consider to be natural.",1,"2023-08-26 11:40:08",8
29704,1282,27467,93776,"I consider the whole of this landscape to be valuable. the natural surroundings are important but roads and  pubs are necessary for visitors to get here and for leisure while visiting.",1,"2023-08-26 11:44:07",10
29705,1282,27467,93775,"I consider all of the landscape to be valuable for different reasons. The transport infrastructure and built environment is valuable from an economic and social/community perspective, and the surrounding 'natural' landscape is valuable in terms of environmental benefits including ecosystem diversity. Management of the natural landscape is also important from an economic perspective (e.g., management of unstable slopes proximal to infrastructure').",1,"2023-08-26 11:45:10",10
29706,1282,27469,93776,"on the top of the fells. it would not be in keeping with the structure, area.",1,"2023-08-26 11:46:48",8
29707,1282,27468,93775,"Although I'm not especially familiar with Lakeland landscapes, I imagine that the fells once had many more trees which have declined due to human management of the landscape. It would be nice to restore these in some places.",1,"2023-08-26 11:47:15",6
29708,1282,27469,93775,"I think trees are very valuable and so I don't think there are areas I'd prefer not to see trees where trees are able to grow.",1,"2023-08-26 11:48:10",10
29709,1282,27466,93778,"The water and the river are natural",1,"2023-08-26 12:06:33",8
29710,1282,27466,93779,"My experience while at \grasmere",1,"2023-08-26 12:09:49",9
29711,1282,27467,93779,"|all area beautiful",1,"2023-08-26 12:10:19",10
29712,1282,27466,93781,"Hills and trees etc  forms part of the nataural landsacpe ",1,"2023-08-26 12:59:49",7
29713,1282,27467,93781,"Preservation pf natural heritage ",2,"2023-08-26 13:00:30",4
29714,1282,27468,93781,"Natural forest and manicured planting ",2,"2023-08-26 13:01:25",8
29715,1282,27466,93780,"Lakes are natural (I think)",1,"2023-08-26 13:01:34",7
29716,1282,27469,93781,"Hills and clear grazing needed ",1,"2023-08-26 13:01:54",6
29717,1282,27466,93780,"Landscape away from roads and towns etc",2,"2023-08-26 13:02:28",9
29718,1282,27467,93780,"All natural phenomena",1,"2023-08-26 13:03:18",10
29719,1282,27468,93780,"As much as possible in towns and villages etc",1,"2023-08-26 13:04:16",8
29720,1282,27469,93780,"Around the edge of lakes - spoils view and access",1,"2023-08-26 13:05:17",10
29721,1282,27466,93783,"Natural to me relates to things that are naturally occurring, which excludes all of the built environment.  ",1,"2023-08-26 13:19:47",8
29722,1282,27467,93783,"Everything that occurs naturally is of value, and so are lots of things that are built, such villages, farms, roads and paths.  Value in landscape can be measured in lots of different ways - as a form of beauty or to provide income for inhabitants.",1,"2023-08-26 13:24:17",7
29723,1282,27466,93784,"everywhere except maybe the busy roads",1,"2023-08-26 13:53:20",9
29724,1282,27466,93784,"everywhere apart from the busy roads",2,"2023-08-26 13:54:22",8
29725,1282,27466,93782,"Everywhere, particularly the hills, less so on the busy roads with lots of traffic",1,"2023-08-26 13:54:29",6
29726,1282,27467,93784,"mountains and lakes",1,"2023-08-26 13:55:22",10
29727,1282,27467,93782,"Mostly the hills, and anywhere that isn't urbanised ",1,"2023-08-26 13:56:09",7
29728,1282,27466,93785,"The fells have been here a while!",1,"2023-08-26 14:46:56",7
29729,1282,27467,93785,"Biodiversity and brings in tourists (economic value)",1,"2023-08-26 14:47:53",7
29730,1282,27468,93785,"Where it won't affect views too much but would add benefits of woodland",1,"2023-08-26 14:49:05",7
29731,1282,27466,93786,"Areas that are largely untouched by humans/ have not been developed on. ",1,"2023-08-26 14:49:21",8
29732,1282,27469,93785,"Allow people to get near the water and see views of it, don't cut off with trees.  
Don't affect the views of the fell tops which people like to see from a distance.",1,"2023-08-26 14:51:26",5
29733,1282,27467,93786,"Natural beauty is valuable, but so is the village and road which allow people to access the area.",1,"2023-08-26 14:51:49",6
29734,1282,27468,93786,"Anywhere that there's no trees",1,"2023-08-26 14:53:24",5
29735,1282,27469,93786,"In places where trees can't be planted or where is wouldn't make sense to put them (e.g. i the middle of a road).",1,"2023-08-26 14:55:15",5
29741,1282,27467,93807,"natural landscape is always valuable",2,"2023-08-27 09:43:26",7
29742,1282,27466,93810,"the trees look natural how they are aranged ",1,"2023-08-27 12:14:46",7
29743,1282,27466,93808,"Kept away from buildings and farming land.",1,"2023-08-27 12:14:50",8
29744,1282,27467,93808,"The town and landscapes bring people to the area.",1,"2023-08-27 12:17:17",8
29745,1282,27467,93810,"we swim in the lakes a lot and walk though woods ",1,"2023-08-27 12:18:03",6
29746,1282,27468,93808,"Making the forest areas bigger.",1,"2023-08-27 12:18:53",8
29747,1282,27468,93810,"i like walking though trees and they look nice",1,"2023-08-27 12:19:47",7
29748,1282,27469,93808,"These areas are higher so trees would block views.",1,"2023-08-27 12:20:05",8
29749,1282,27469,93810,"at the top of hills you want a nice veiw",1,"2023-08-27 12:20:52",7
29750,1282,27466,93817,"THESE AREAS HAVE NOT BEEN BUILT ON",1,"2023-08-27 12:26:03",2
29751,1282,27467,93817,"THE COUNTRYSIDE NEEDS TO BE PROTECTED AND IS EXTREMELY VALUABLE. ",1,"2023-08-27 12:27:53",4
29752,1282,27466,93816,"Focusing on water areas, and high altitude landscape that has minimal human intervention. Though no area is no impacted by human activity. 
Avoided Grasmere centre, though even that has natural elements. Technically one could say the whole map. ",1,"2023-08-27 12:28:55",7
29753,1282,27468,93817,"I THINK THAT SOME OF THE FLATTER AREAS COULD HAVE MORE TREES PLANTED ON THEM.",1,"2023-08-27 12:29:52",6
29754,1282,27467,93816,"Valuable based on economic basis. 
Depends how you define value. ",1,"2023-08-27 12:29:58",3
29755,1282,27468,93816,"To block out physical human activity and reduce noise pollution of traffic",1,"2023-08-27 12:30:58",9
29756,1282,27469,93816,"Farming land
& 
High altitude areas where trees would not survive or would be invasive ",1,"2023-08-27 12:32:03",10
29757,1282,27466,93819,"I perceive natural landscapes as anything not man-made. ",1,"2023-08-27 12:36:18",5
29758,1282,27466,93818,"Areas away from civilisation. The natural environment",1,"2023-08-27 12:37:00",7
29759,1282,27467,93819,"Any place that is not man-made where there will be a substantial amount of wildlife ",1,"2023-08-27 12:37:26",5
29760,1282,27468,93819,"I think more trees would be beneficial in areas where there aren't that many. ",1,"2023-08-27 12:38:14",5
29761,1282,27467,93818,"The hills, the lakes and woodland",1,"2023-08-27 12:38:15",9
29762,1282,27469,93819,"It would be a shame to cover up the lake with forestry.",1,"2023-08-27 12:39:01",5
29763,1282,27468,93818,"Over cultivated land, allowing for more ecosystems to grow and flourish",1,"2023-08-27 12:39:11",8
29764,1282,27469,93818,"Places where the unique ecosystem has already been established",1,"2023-08-27 12:40:01",6
29765,1282,27466,93820,"Deciduous forest",1,"2023-08-27 13:10:35",1
29766,1282,27466,93821,"Forested land- forests used to cover Britain
Lakes- formed naturally",1,"2023-08-27 13:11:36",5
29767,1282,27467,93820,"Area of outstanding natural beauty ",1,"2023-08-27 13:12:20",10
29768,1282,27468,93820,"Enough for wildlife but not spoiling mountain views",1,"2023-08-27 13:16:09",5
29769,1282,27467,93821,"All of it is of value for me as a tourist as it all contributes to the beauty of the landscape. However, some areas are more valuable than others to me- rarer landscape formations such as the lakes and mountains have more value to me.",1,"2023-08-27 13:17:56",7
29770,1282,27469,93820,"High peaks, rugged rocks and beautiful views",1,"2023-08-27 13:18:56",5
29771,1282,27468,93821,"I don't want to spoil the views of the area or impose upon the economically useful land of farmers. I think thicker, denser forests that can become more wild with less human input would be beneficial.",1,"2023-08-27 13:21:27",6
29772,1282,27469,93821,"Don't want to spoil the views or damage the economic viability of the area or negatively effect peoples livelihoods. However, I think more trees are a necessity in any landscape and striking the economic/environmental landscape.",1,"2023-08-27 13:24:50",3
29773,1282,27466,93824,,1,"2023-08-27 15:12:56",4
29774,1282,27467,93824,,1,"2023-08-27 15:14:31",6
29775,1282,27469,93824,,1,"2023-08-27 15:15:16",1
29776,1282,27466,93823,"Greatest perception of being natural, i.e. less human infrastructure",1,"2023-08-27 15:15:24",4
29777,1282,27467,93823,"Believe all of it to be valuable",1,"2023-08-27 15:16:27",10
29778,1282,27467,93823,"All of it is valuable",2,"2023-08-27 15:17:07",10
29779,1282,27468,93823,"More trees along roads",1,"2023-08-27 15:17:59",8
29780,1282,27469,93823,"Preference to keep the peaks free from trees / they're more difficult to plant",1,"2023-08-27 15:18:38",6
29781,1282,27466,93839,"It's hills, rivers, lakes, green land.",1,"2023-08-27 15:27:40",10
29782,1282,27466,93840,"spaces that are untouched by us, largely unaffected by our actions and operate freely without dependence upon outside sources",1,"2023-08-27 15:27:50",8
29783,1282,27467,93839,"Rural landscape valuable for wildlife, nature, natural materials, meat for food. Urban valuable for work, tourism.",1,"2023-08-27 15:32:12",10
29784,1282,27467,93840,"places that are beautiful, contain wildlife as well as places to connect with others and build communuties that support the nature around them ",1,"2023-08-27 15:32:20",6
29785,1282,27468,93840,"more dense woodland to break up roads and towns, giving more tranquility ",1,"2023-08-27 15:33:30",7
29786,1282,27468,93839,"Some more areas of trees around some of the lake and town. Not sure if steep hill areas need more trees",1,"2023-08-27 15:33:55",5
29787,1282,27469,93840,"keeping the tops of the hills naturally open to preserve its natural beauty",1,"2023-08-27 15:34:17",4
29788,1282,27469,93839,"Higher ground and near some of the lake areas.",1,"2023-08-27 15:34:44",3
29793,1282,27467,93876,"Everywhere valuable. Any land and body of water is important, valuable and fragile. If we don't treat all landscape as equal value it's less likely to be protected from inappropriate development. I've concentrated on bodies of fresh water and rivers. Recent droughts have shown how vulnerable we are to water scarcity.",2,"2023-08-29 09:32:45",9
29794,1282,27468,93876,"I'd like to see trees and montane vegetation returned to the fells up to the natural tree line.
Riparian corridors, gullies and lake edge. Native broadleaf with native conifer eg Scots Pine, montane scrub and native ground flora. Wood pasture.",2,"2023-08-29 09:35:47",10
29795,1282,27469,93878,"I'd be wary of replanting large trees immediately adjacent to A591. Increasing frequency of severe storm conditions and disease makes our main road through the lakes vulnerable to road closures caused by fallen trees. eg Aftermath of storm Desmond had severe impacts for local residents when road was closed for 5 months. I'd like to see tree/scrub cover higher up the fells and and adjacent to watercourses to alleviate flood risk lower down. Currently, a lot of the floodwater that rushes down off off the fells is a result of overgrazing and lack of appropriate vegetative cover to slow the flow of water. I'd love to see Beavers re-introduced as part of land management changes in the Lakes to contribute to flood mitigation and habitat restoration. ",1,"2023-08-29 09:42:43",5
29796,1282,27466,93875,"Open areas in the high moutains.",1,"2023-08-29 09:57:46",5
29797,1282,27467,93875,"Same areas as before",1,"2023-08-29 09:58:30",5
29798,1282,27468,93875,"Around the valleys",1,"2023-08-29 09:59:32",5
29799,1282,27467,93879,"the whole is valuable from grazing livestock to encourage insects to woodland where dead standing timber to invertabraets in the water",1,"2023-08-29 10:17:06",9
29800,1282,27468,93879,"have always been a stalwart of Hazel with standards.  mixed deciduous woodland with glades  so manage our woodlands and using local crafts people to sell the produce.  lets produce our own charcoal, wild life corridoors",1,"2023-08-29 10:23:52",9
29801,1282,27469,93879,"grazing farmland, viewpoints, tops of mountains",1,"2023-08-29 10:27:18",10
29802,1282,27467,93880,"It all has value.",1,"2023-08-29 10:31:42",10
29803,1282,27466,93881,,1,"2023-08-29 10:31:50",5
29804,1282,27466,93882,"I've chosen natural forested areas that have not been affected by overgrazing.",1,"2023-08-29 10:40:36",8
29805,1282,27467,93882,"All land is valuable in the Lakes! ",1,"2023-08-29 10:41:34",10
29806,1282,27468,93882,"I'd love to see more trees everywhere, and believe it would help to reduce the impact of flooding on the villages and towns ",1,"2023-08-29 10:43:09",10
29807,1282,27466,93883,"The Lakes is a desert; I only think of actively rewilded projects as anywhere near natural, and even that's with caveats. ",1,"2023-08-29 10:48:26",9
29808,1282,27467,93883,"I don't believe there are distinct areas of inherent value; the landscape should be connected and working holistically.",1,"2023-08-29 10:49:47",9
29809,1282,27468,93883,"Native hardwood treeplanting is amongst the most important and urgent things we can do; I'd like to see treeplanting as a systemic cultural activity. ",1,"2023-08-29 10:50:53",9
29810,1282,27466,93886,"Lakes, forests and land seems natural, whereas areas with defined fields for farming and towns seems unnatural.",1,"2023-08-29 11:06:50",9
29811,1282,27468,93884,"screen for car park",1,"2023-08-29 11:07:15",6
29812,1282,27469,93884,,1,"2023-08-29 11:08:02",6
29813,1282,27467,93886,"I've assumed ""valuable"" to mean places where income could be generated, so have marked thee shores of the lakes, farmland and townships.",1,"2023-08-29 11:10:22",8
29814,1282,27468,93886,"Perhaps in areas where there are already trees and these could be extended",1,"2023-08-29 11:11:40",6
29815,1282,27468,93885,"I would like to see more trees on and around the village itself to keep the local area beautiful.",1,"2023-08-29 11:13:09",7
29816,1282,27466,93887,,1,"2023-08-29 11:25:39",7
29817,1282,27466,93887,,2,"2023-08-29 11:26:50",7
29818,1282,27467,93887,,1,"2023-08-29 11:27:28",7
29819,1282,27468,93887,,1,"2023-08-29 11:27:54",7
29820,1282,27466,93894,,1,"2023-08-29 12:24:10",8
29821,1282,27467,93894,,1,"2023-08-29 12:24:38",9
29822,1282,27468,93894,"trees are so important right now as we have lost lots to disease etc",1,"2023-08-29 12:25:41",9
29823,1282,27466,93890,"Natrualy formed lakes and peaks ",1,"2023-08-29 12:26:27",8
29824,1282,27466,93889,,1,"2023-08-29 12:26:32",6
29825,1282,27467,93889,,1,"2023-08-29 12:26:57",6
29826,1282,27468,93889,,1,"2023-08-29 12:27:41",7
29827,1282,27467,93890,"All the Landscape is valuable ",1,"2023-08-29 12:27:41",6
29828,1282,27468,93890,"on slopes to stop erosion",1,"2023-08-29 12:28:51",6
29829,1282,27469,93890,"Agricultural land ",1,"2023-08-29 12:29:43",6
29830,1282,27466,93896,,1,"2023-08-29 12:33:33",5
29831,1282,27467,93896,,1,"2023-08-29 12:34:34",7
29832,1282,27469,93896,,1,"2023-08-29 12:35:54",9
29833,1282,27466,93898,"low land more tree coverage ",1,"2023-08-29 12:56:54",1
29834,1282,27466,93900,"Natural geological features",1,"2023-08-29 12:57:18",4
29835,1282,27466,93899,"Lakes formed by glacial activity.  Forestry natural in more remote areas.   Human activity to farm the lower land",1,"2023-08-29 12:57:51",6
29836,1282,27467,93900,"Resources such as water and wood are valuable.",1,"2023-08-29 12:58:31",4
29837,1282,27467,93898,"The landscape as a whole, interaction between natural and agricultural. ",1,"2023-08-29 12:59:01",1
29838,1282,27468,93898,"lowland ",1,"2023-08-29 13:00:02",1
29839,1282,27467,93899,"All the landscape is valuable in different ways.  Some for the beauty and peace, some for producing sheep/wool.   Some to provide habitation for people to live",1,"2023-08-29 13:00:18",9
29840,1282,27468,93899,"Trees important for helping clean the air but can blow down in storms so need to be careful near dwellings",1,"2023-08-29 13:02:19",7
29841,1282,27469,93899,"Trees welcome everywhere except very close to dwelling houses",1,"2023-08-29 13:03:56",9
29842,1282,27466,93902,"Greenery shown on the map and a presence of the national trust.",1,"2023-08-29 13:07:02",7
29843,1282,27466,93903,"The mountains are natural as nothing can be built up there. Obviously the village and around the lakes are used for leisure persuits.",1,"2023-08-29 13:07:36",7
29844,1282,27467,93903,"Everywhere on this map is valuable in my opinion. ",1,"2023-08-29 13:08:58",7
29845,1282,27468,93903,"Increase the number of trees in the areas currently wooded. Leave the higher areas to nature. This is probably what you would do anyway.",1,"2023-08-29 13:11:07",8
29846,1282,27466,93906,"I think this is natural as the mountain scape and trees probably formed naturally ages ago, the farm land I think isn't natural so I haven't highlighted it, the rivers I think are also natural.",1,"2023-08-29 13:30:13",8
29847,1282,27466,93904,"Natural Geology",1,"2023-08-29 13:31:25",6
29848,1282,27467,93904,"preserve natural viewpoints and woodlands",1,"2023-08-29 13:32:50",7
29849,1282,27467,93906,"I believe the hills lakes, and trees to all be valuable as they provide great views and nice places to walk ",1,"2023-08-29 13:33:12",9
29850,1282,27468,93904,"Trees at high elevation",1,"2023-08-29 13:33:40",7
29851,1282,27466,93905,"I have chosen features that I perceive to be naturally formed, mountains mainly.",1,"2023-08-29 13:33:54",4
29852,1282,27469,93904,farmland,1,"2023-08-29 13:34:10",5
29853,1282,27467,93905,"The whole of the area is valuable. ",1,"2023-08-29 13:35:33",7
29854,1282,27468,93905,"more trees where possible is good, as long as they are not detrimental to the environment in any way.",1,"2023-08-29 13:36:40",6
29855,1282,27468,93906,"I believe we need more trees around the lakes for better views and nicer walks, I also think we need to plant more trees around the base of the hills it looks nice, we shouldn't put to many trees too high up the hills as it will obstruct views from the top",1,"2023-08-29 13:37:18",8
29856,1282,27469,93906,"it will obstruct views from the top of the hills.",1,"2023-08-29 13:38:11",8
29857,1282,27466,93909,"Areas that have not been impacted on bt humans.",1,"2023-08-29 13:43:57",5
29858,1282,27466,93911,"not manmade",1,"2023-08-29 13:44:16",9
29859,1282,27467,93909,"Areas of Natural Beauty.",1,"2023-08-29 13:46:02",5
29860,1282,27467,93911,tourism,1,"2023-08-29 13:46:30",10
29861,1282,27469,93909,,1,"2023-08-29 13:48:16",10
29862,1282,27466,93913,,1,"2023-08-29 13:58:00",7
29863,1282,27467,93913,,1,"2023-08-29 13:59:13",9
29864,1282,27468,93913,,1,"2023-08-29 14:00:21",7
29865,1282,27466,93912,"it is not farm land and it is green and rocky",1,"2023-08-29 14:01:55",9
29866,1282,27467,93912,"the areas have strong natural beauty",1,"2023-08-29 14:03:14",8
29867,1282,27469,93913,"None on the footpaths but on the side of them is fine.",1,"2023-08-29 14:03:24",9
29868,1282,27466,93910,"Doesn't appear to have anything built up. ",1,"2023-08-29 14:04:25",5
29869,1282,27467,93910,"ALL OF IT",1,"2023-08-29 14:05:11",10
29870,1282,27469,93912,"you should be able to see all the beauty of the mountains ",1,"2023-08-29 14:05:21",7
29871,1282,27466,93914,"Forest area. Assume deforestation in other areas so not marked as natural ",1,"2023-08-29 14:06:10",5
29872,1282,27468,93910,"Placed in built areas. ",1,"2023-08-29 14:06:17",5
29873,1282,27467,93914,"Marked anywhere not ""built up""",1,"2023-08-29 14:06:51",8
29874,1282,27469,93910,"Surrounding bodies of water. ",1,"2023-08-29 14:06:57",5
29875,1282,27468,93914,"Mostly trees where there are none. Trees important for environment.",1,"2023-08-29 14:10:18",10
29876,1282,27469,93914,"Just along main road for safety. ",1,"2023-08-29 14:11:02",10
29877,1282,27466,93915,"Away from the main tourist areas, fells/tarns and the walks",1,"2023-08-29 14:35:57",7
29878,1282,27466,93917,"most of the areas with no houses or shops",1,"2023-08-29 14:36:46",6
29879,1282,27467,93915,"The natural unspoilt",1,"2023-08-29 14:37:32",7
29880,1282,27467,93917,"the forrest area and the mountains as they have very good walks and views.",1,"2023-08-29 14:40:43",8
29881,1282,27468,93917,"there is already alot of trees around this area ",1,"2023-08-29 14:43:49",4
29882,1282,27469,93917,"we feel that all the trees will block the views of the mountains and lakes",1,"2023-08-29 14:47:41",9
29883,1282,27466,93920,"trees and grass and river, not man made",1,"2023-08-29 14:59:43",8
29884,1282,27467,93920,"trees, stop polluting the environmrn and for paper, water for drinking ",1,"2023-08-29 15:02:49",10
29885,1282,27468,93920," more in farmers fields 10% of the field apparently this is ongoing, more where there are none for pollution preveniotn ",1,"2023-08-29 15:05:00",9
29886,1282,27469,93920,"no more on the isalnd to stop overgrowth of habitats underneath and inot the water habitat ",1,"2023-08-29 15:06:01",2
29887,1282,27466,93921,"I chose the green spaces and the lakes as people don;t live there",1,"2023-08-29 15:06:55",4
29888,1282,27466,93916,"Non-man influenced ",1,"2023-08-29 15:07:03",3
29889,1282,27467,93916,,1,"2023-08-29 15:07:39",6
29890,1282,27468,93916,,1,"2023-08-29 15:08:12",9
29891,1282,27467,93921,"Pretty much everything on the map as the roads allow us to visit the different places. ",1,"2023-08-29 15:08:23",5
29892,1282,27468,93921,"On the farms if there are animal farms. ",1,"2023-08-29 15:09:34",6
29893,1282,27466,93922,"lakes and green spaces.  but it may be that some lakes  and green spaces have been created - but i'd count these",1,"2023-08-29 15:12:22",7
29894,1282,27467,93922,"open fells, lakes, woods, green space",1,"2023-08-29 15:13:36",9
29895,1282,27468,93922,,1,"2023-08-29 15:14:12",5
29896,1282,27466,93926,"Higher areas without trees, the lakes",1,"2023-08-29 15:18:57",4
29897,1282,27467,93926,"All the landscape is valuable for different purposes and for different people.  Land for grazing valuable for farmers, village amenities for tourists, grazing areas for sheep farmers, wooded areas to prevent erosion ",1,"2023-08-29 15:21:28",10
29898,1282,27468,93926,"Areas where we might need to prevent erosion ",1,"2023-08-29 15:22:15",2
29899,1282,27469,93926,"Tops of mountains and near to the village as this would affect the views (sounds selfish I know!) ",1,"2023-08-29 15:23:37",4
29900,1282,27466,93949,"Consider untouched",1,"2023-08-30 09:28:15",5
29901,1282,27467,93949,"What gives me sense of place",1,"2023-08-30 09:30:27",5
29902,1282,27466,93948,"I am trying to identify the areas that have had almost no human influence",1,"2023-08-30 09:50:25",2
29903,1282,27467,93948,"I have focused on areas with proprties",1,"2023-08-30 09:51:53",7
29904,1282,27466,93950,"All actual shape of landscape is natural but tree planting mining roads and paths manmade",1,"2023-08-30 09:52:30",5
29905,1282,27467,93950,"I really value the outdoors and landscape",1,"2023-08-30 09:54:00",8
29906,1282,27469,93948,"Not on open fells",1,"2023-08-30 09:54:09",10
29907,1282,27468,93950,"in valleys",1,"2023-08-30 09:54:55",7
29908,1282,27466,93952,"I have coloured in the wooded areas and the lakes. I think that much of the rest of the landscape has been affected by sheep farming.",1,"2023-08-30 10:01:34",3
29909,1282,27467,93952,"I enjoy walking through lots of the landscape. The roads and houses help with access. Farming keeps the landscape looking as it is.",1,"2023-08-30 10:04:39",5
29910,1282,27468,93952,"I would like more trees in the valleys. I don't think that it is practical to put trees in the fields which are used for hay or silage or grazing.",1,"2023-08-30 10:06:48",5
29911,1282,27469,93952,"I enjoy the view from the tops of the hills. I don't want trees up there.",1,"2023-08-30 10:07:56",5
29912,1282,27466,93954,"everything is natural",1,"2023-08-30 10:16:34",7
29913,1282,27466,93955,"all of it except the roads and towns",2,"2023-08-30 10:17:33",10
29914,1282,27466,93951,"I've interpreted ""natural"" as Grasmere, Rydalwater and those areas that haven't been deforested",1,"2023-08-30 10:17:52",7
29915,1282,27467,93955,"all of it",2,"2023-08-30 10:18:34",10
29916,1282,27467,93951,"It's all valuable to me!",1,"2023-08-30 10:19:18",10
29917,1282,27467,93954,"everything is valuable",1,"2023-08-30 10:19:46",10
29918,1282,27468,93954,"I want more trees because I want less Carbon Dioxide",1,"2023-08-30 10:24:21",10
29919,1282,27466,93958,,1,"2023-08-30 10:36:28",1
29920,1282,27467,93958,,1,"2023-08-30 10:37:18",10
29921,1282,27466,93956,,1,"2023-08-30 10:39:18",8
29922,1282,27467,93956,,1,"2023-08-30 10:39:43",5
29923,1282,27468,93958,,1,"2023-08-30 10:40:29",6
29924,1282,27468,93956,,2,"2023-08-30 10:42:39",6
29925,1282,27468,93956,,3,"2023-08-30 10:43:45",5
29926,1282,27466,93959,"Higher ground, Fells, uninhabited",1,"2023-08-30 11:16:56",5
29927,1282,27467,93959,,1,"2023-08-30 11:18:38",5
29928,1282,27466,93964,"to me Grasmere is a biuetifull steeped in history",1,"2023-08-30 11:35:29",8
29929,1282,27466,93965,"very few built up areas",1,"2023-08-30 12:40:08",7
29930,1282,27467,93965,"its natural,plenty of oygen,less pollution,places for people to get out in the open,.",1,"2023-08-30 12:42:03",8
29931,1282,27468,93965,"anywhere its possible to plant it for oxygen",1,"2023-08-30 12:44:01",6
29932,1282,27469,93965,"not in human  habitats",1,"2023-08-30 12:44:56",3
29933,1282,27466,93969,"Areas of fields, lakes are natural",1,"2023-08-30 13:12:16",8
29934,1282,27467,93969,"Wordworth house - historic house with from a poet with local connections, imprortant for the area.
NT house - good for enjoying the natural area and upkeep of the area
Rdal cave - area of beauty",1,"2023-08-30 13:14:04",7
29935,1282,27468,93969,"More trees as the natural habitat for the conservation of the red squirrels near allan bank",1,"2023-08-30 13:14:57",8
29936,1282,27466,93960,"These area's are less populated therefore less manmade structures / area's created for human use",1,"2023-08-30 13:15:19",4
29937,1282,27469,93969,"Just the concern of trees falling into the road during the winter ",1,"2023-08-30 13:15:59",7
29938,1282,27467,93960,"I feel the whole area is important ",1,"2023-08-30 13:19:26",6
29939,1282,27468,93960,"I feel there are lots trees as there is",1,"2023-08-30 13:20:37",6
29940,1282,27466,93970,"No man made items - rods, buildings, farmed land",1,"2023-08-30 13:37:50",8
29941,1282,27467,93970,"Areas near where man needs to have access, water and mountain tops to shelter land",1,"2023-08-30 13:39:08",7
29942,1282,27468,93970,"expand areas on lower levels",1,"2023-08-30 13:40:00",6
29943,1282,27466,93971,"I am sure the lakes (meres) are natural with the exception of Tarn How",1,"2023-08-30 13:40:57",8
29944,1282,27469,93970,"not on hill tops, not on road side - creates danger to traffic",1,"2023-08-30 13:41:01",5
29945,1282,27467,93971,"Woodland is the most valuable asset in our landscape in terms of biodiversity.",1,"2023-08-30 13:42:50",10
29946,1282,27468,93971,"Where there is a low likelihood of human interference and low impact on the habitat i.e. grassland",1,"2023-08-30 13:43:43",10
29947,1282,27469,93971,"This looks like arable land which is important for our country.",1,"2023-08-30 13:44:19",5
29948,1282,27467,93973,,2,"2023-08-30 13:51:00",8
29949,1282,27468,93973,"everywhere except fell tops",2,"2023-08-30 13:52:05",8
29950,1282,27466,93974,Everywhere,1,"2023-08-30 14:10:58",8
29951,1282,27467,93974,Everything,1,"2023-08-30 14:11:37",9
29952,1282,27468,93974,"Not too close to residential areas.",1,"2023-08-30 14:14:00",7
29953,1282,27469,93974,"Not close to houses",1,"2023-08-30 14:14:59",8
29954,1282,27466,93975,"HIGHER GROUND HAS NOT BEEEN ALTERED BY MAN SIGNIFICANTLY",1,"2023-08-30 14:33:26",5
29955,1282,27466,93972,"Chosen areas bounded by roads and settlements.",1,"2023-08-30 14:34:16",7
29956,1282,27467,93972,"The lake and higher parts of the terrain",1,"2023-08-30 14:35:12",4
29957,1282,27468,93972,"Higher areas of the landscape although this would change the character of the area.",1,"2023-08-30 14:36:39",4
29958,1282,27467,93975,"As a visitor to Grassmere the landscape in and surrounding the village is valuable especially what I can see from different parts of the village",1,"2023-08-30 14:36:56",10
29959,1282,27469,93972,"Around the lake as this would impact on views.",1,"2023-08-30 14:37:20",7
29960,1282,27468,93975,"I think that planting trees is necessary for climate reasons. But it will change the landscape  and make it less attractive. Higher ground planting is preferable",1,"2023-08-30 14:40:07",9
29961,1282,27469,93975,"I think that more trees near to the village would spoil the beauty of the village and the views of the lakes.",1,"2023-08-30 14:42:57",7
29962,1282,27466,93976,"Not man made",1,"2023-08-30 14:51:02",3
