,id_answer,id_website,id_subquestion,id_person,answer,spray_number,timestamp,certainty,terms
587,30077,1282,27468,94213,"More wooded around around water - better for visitors, animals and nature. ",1,2023-09-05 10:08:56,9,nature
588,30078,1282,27469,94213,"Open land has its value - and leaving as is, is just fine and doesn't need altering from what eons have 'said' is how it should be. ",1,2023-09-05 10:10:32,8,
589,30079,1282,27468,94214,preserve the lakes for future ,1,2023-09-05 10:10:36,5,lake
596,30086,1282,27468,94215,I chose to build on the existing forested areas,1,2023-09-05 11:05:25,7,
597,30087,1282,27468,94217,"Nowhere specific, but they could be where they have ecological use, for example the help reduce flooding by trapping water on hillsides.  however they should be planted in such a way as to not destroy visual amenity, as for example happens when vast swathes of coniferous forest are planted.",1,2023-09-05 11:09:43,5,flooding
598,30088,1282,27469,94217,Anywhere they completely destroy the visual amenity.  See previous answer.,1,2023-09-05 11:10:30,9,
607,30097,1282,27468,94218,Infill exiting trees,1,2023-09-05 11:51:18,7,
609,30099,1282,27469,94218,Preserve open moorland/fells,1,2023-09-05 11:52:49,8,moorland
612,30102,1282,27468,94219,not sure. would planting on hillsides prevent runoff and flooding downstream?,1,2023-09-05 11:57:08,4,"runoff,flooding"
613,30103,1282,27469,94219,Around edges of lakes- might make access difficult,1,2023-09-05 11:58:11,4,lake
622,30137,1282,27468,94249,Areas chosen link to a walk familiar to me.,1,2023-09-05 13:42:52,4,
624,30139,1282,27469,94249,Mainly on hillsides and fells where perhaps they would not be suited and wouldn't thrive.,1,2023-09-05 13:44:07,6,
625,30140,1282,27468,94240,I understand thatbecause of land use biodiversity has sufferred and more native tree planting could help rectify this. Howevr I have also concern for the struggles of hill farmers who have such a deep understanding of the natural world and historic ways of animal husbandry,1,2023-09-05 13:49:16,5,"farmer,biodiversity"
626,30141,1282,27469,94240,Not certain about this at all. Hiill top silhoouettes are very grand and impresssive,1,2023-09-05 13:51:10,1,"hiill,silhoouettes"
629,30144,1282,27468,94253,Basically any area where nature-friendly farming is appropriate.  A woodland-pasture type managed and scape.  Density to vary to make a varied and interesing landscape.,1,2023-09-05 15:30:13,10,"farming,pasture,nature"
630,30145,1282,27469,94253,Lowland grazing areas should be retained as grassland (flat land being rare!) (but managed for biodiversity - e.g. restoration of hay meadows).,1,2023-09-05 15:33:25,10,"meadow,biodiversity"
633,30148,1282,27468,94275,lower slopes,1,2023-09-06 09:46:55,8,
636,30151,1282,27468,94277,"difficult one, never actually thought about if we need more trees in specific areas",1,2023-09-06 10:13:57,2,
637,30152,1282,27469,94277,,1,2023-09-06 10:14:56,5,
640,30155,1282,27468,94286,"Reforest 
",1,2023-09-06 11:25:21,8,
645,30160,1282,27468,94292,,1,2023-09-06 11:36:12,5,
646,30161,1282,27469,94292,Forestry land that is used for logging but spoil the outlook.,1,2023-09-06 11:37:38,4,
648,30163,1282,27468,94282,more individual trees in cultivated landscape and more dense planting in ,1,2023-09-06 11:38:23,6,
650,30165,1282,27468,94291,"More natural woodland rather than farmland to return this wonderful landscape back to its ""original"" state.",1,2023-09-06 11:41:19,7,
655,30170,1282,27469,94298,I would like to see areas that are at the moment treeless to remain so.,1,2023-09-06 11:55:16,8,
656,30171,1282,27468,94297,"There already looks like a lot of trees but maybe place extra ones around the water where they can help wildlife. Providing lots of buildings are built causing trees to be destroyed.
Trees may not grow on hill tops due to weather???",1,2023-09-06 11:57:46,10,building
657,30172,1282,27469,94297,Farming areas as these are important for food production.,1,2023-09-06 11:58:38,10,food
660,30175,1282,27468,94295,"More trees on the loqwwer fells wuld be great, help to hold back the rain and reduce floos=ding. ",1,2023-09-06 12:05:07,10,floos
661,30176,1282,27469,94295,You can't have too many trees! Just not in the lakes themselves!!,1,2023-09-06 12:05:59,10,lake
666,30181,1282,27468,94306,,1,2023-09-06 12:36:20,3,
667,30182,1282,27469,94306,,1,2023-09-06 12:36:45,4,
672,30187,1282,27468,94305,To enhance air quality and to combat air pollution,1,2023-09-06 13:33:24,6,"pollution,air"
673,30188,1282,27468,94307,Trees will enhance the landscape preventing soil erosion. And provide habitat for native animals.,1,2023-09-06 13:34:40,7,habitat
674,30189,1282,27469,94305,Surrounding lakes as this would make access difficult and obscure the wonderful view,1,2023-09-06 13:34:53,10,lake
675,30190,1282,27469,94307,Cant put too many trees in the built up areas. And would not want too many trees spoiling views of lakes.,1,2023-09-06 13:37:21,6,lake
678,30193,1282,27468,94308,"Difficult question to answer, as I don't know which areas are best for planting more trees so a guess really.",1,2023-09-06 14:22:16,2,
683,30198,1282,27468,94310,,1,2023-09-06 14:52:35,6,
684,30199,1282,27468,94309,more on forestry area,1,2023-09-06 14:53:28,8,
688,30203,1282,27468,94313,Not sure,1,2023-09-06 15:21:27,3,
693,30208,1282,27468,94334,More native trees where ever they would grow without agriculture,1,2023-09-07 10:16:54,7,agriculture
695,30210,1282,27468,94332,I'd like to see more trees around the edges of the lakes and bottom of the mountains.,1,2023-09-07 10:19:34,5,lake
696,30211,1282,27469,94332,I wouldn't like to see more trees higher up the mountains. I believe these would spoil the naturally shape and beauty of them. ,1,2023-09-07 10:21:29,10,
701,30216,1282,27468,94337,"I don't know the area well so can't say I have any opinions on where there should be more trees, not always possible to have trees on hills, Grasmere village seemed quite green already to me, always good to plant more trees though",1,2023-09-07 10:37:41,5,village
702,30217,1282,27468,94338,Anywhere were there should naturally be trees/ where trees have been cut down (think it would be good to see some new ones planted in the place where ones have been cut down so they don't just become single use and the ground is reusable - not sure if this is actually possible but would be good. ,1,2023-09-07 10:38:33,7,
703,30218,1282,27469,94337,"Not too familiar with the area so no strong opinions, too many trees on hillsides could potentially block nice views",1,2023-09-07 10:39:24,4,
706,30221,1282,27468,94340,more concentration say 50% coverage,1,2023-09-07 11:17:19,8,
707,30222,1282,27469,94340,the other 50%,1,2023-09-07 11:18:45,5,
710,30225,1282,27469,94341,"Tops of fells would make navigation more difficult and also, I expect, the trees would struggle to survive there. More trees on farmland may also not be great if that affects the farmers livelihoods, but if it were a sustainably managed transition, then that would be more acceptable. ",1,2023-09-07 11:50:31,7,"farmland,farmer"
715,30245,1282,27469,94352,Would obscure a wonderful horizon,1,2023-09-07 12:13:36,7,
720,30264,1282,27468,94356,Largely the negative of question 1,1,2023-09-07 12:52:27,7,
721,30265,1282,27468,94354,Lower down on the hillsides and in the valleys where trees could grow.,1,2023-09-07 12:54:20,7,
722,30266,1282,27469,94356,Only the highest rockiest areas,1,2023-09-07 12:54:23,7,
725,30278,1282,27468,94363,"creating shelter, wildlife habitat",1,2023-09-07 13:25:35,9,"wildlife,habitat,shelter"
727,30280,1282,27469,94363,thin topsoil,1,2023-09-07 13:28:10,10,
732,30285,1282,27468,94372,More trees in the valley,1,2023-09-07 13:52:39,8,
733,30286,1282,27469,94372,On highest ground where they would struggle to grow,1,2023-09-07 13:53:57,7,
739,30292,1282,27468,94374,surrounding urban areas,1,2023-09-07 14:15:57,7,
740,30293,1282,27468,94375,Barren areas,1,2023-09-07 14:16:06,1,barren
741,30294,1282,27469,94374,,1,2023-09-07 14:16:52,7,
742,30295,1282,27469,94375,"If there are too many trees alongside the main road, the views would be restricted",1,2023-09-07 14:17:40,1,road
745,30298,1282,27468,94376,Additional tree planting is important but not to the extent of hiding the upper areas which whilst a product of man's activities are very attractive in their own right,1,2023-09-07 14:25:49,7,
747,30300,1282,27469,94376,As previously stated the higher points form dramatic parts of the landscape which are attractive and should be retained,1,2023-09-07 14:27:20,10,
748,30301,1282,27468,94377,trees soften the areas around towns,1,2023-09-07 14:28:45,5,
752,30305,1282,27468,94378,,1,2023-09-07 14:40:36,8,
759,30661,1282,27468,94565,"Probably on the lower slopes of the fells where trees were cleared in the past, but with gaps to keep open views of the hill tops",1,2023-09-12 09:50:03,7,
760,30662,1282,27469,94565,On the hill tops so that the ruggedness of the landscape is not lost,1,2023-09-12 09:51:34,9,
761,30663,1282,27468,94563,"Trees may not grow on the thin soil of the hilltops and moorland is valuable too, so trees on the lower slopes would e a good idea",1,2023-09-12 09:52:23,6,moorland
762,30664,1282,27469,94563,Around the viewpoints. On the highest slopes. I'm not sure where these views are on the map,1,2023-09-12 09:54:09,3,viewpoint
765,30667,1282,27468,94568,natural landscape,1,2023-09-12 10:08:22,4,
768,30670,1282,27469,94567,like to be able to see the lake from the road and around the lakes,1,2023-09-12 10:14:04,10,"road,lake"
771,30673,1282,27468,94569,Along main roads,1,2023-09-12 10:49:09,6,road
773,30676,1282,27468,94581,reloacing lost parkland and infeild planting and intake plantations,2,2023-09-12 11:18:55,10,
774,30677,1282,27469,94581,preserving the open commons and legibility of the agropastoral system: more smaller trees juniper for eg,1,2023-09-12 11:21:38,8,
779,30697,1282,27468,94582,On hedgerows.,1,2023-09-12 12:18:52,3,
780,30698,1282,27468,94577,To enhance the air quality of Grasmere Village and to limit the possibility of further building and development.,1,2023-09-12 12:19:49,10,"village,building,air"
781,30699,1282,27469,94577,"To enable visitors passing through to view the area to be able to appreciate the vistas of the lakes even if they don't stop to park (and clog the roads). Also, to enable walkers and residents to be able to enjoy walking lakeside easily. ",1,2023-09-12 12:23:21,10,"road,lake,vista"
784,30702,1282,27468,94590,trees are always a good idea.  they are the lungs of the planet but the planting needs to be native to the area and in keeping.  not industrial.,1,2023-09-12 14:06:17,10,
785,30703,1282,27469,94590,"The tops of hills and mountains have their own plants and ecology,  nature would have trees there if they were supposed to be there.",1,2023-09-12 14:09:23,10,nature
791,30709,1282,27468,94589,more woodland without impinging on current facilities/farming,1,2023-09-12 15:00:48,7,
793,30711,1282,27468,94596,,1,2023-09-12 15:02:28,10,
796,30724,1282,27468,94600,everywhere you can never had enough tree ,1,2023-09-12 15:22:43,10,
798,30726,1282,27469,94600,towns but you can still have trees as long as they meet with the landscape and don't effect residential buildings ,1,2023-09-12 15:24:33,4,building
800,30728,1282,27468,94598,Areas that have minimal impact on farming but still provide a habitat for wildlife.,1,2023-09-12 15:26:14,6,"wildlife,habitat"
804,30761,1282,27468,94626,The climate is warming and the more trees we have the better our chances are of cooling the area in the warmer months,2,2023-09-13 09:48:48,6,climate
806,30763,1282,27468,94625,Basically anywhere there's been deforestation! ,1,2023-09-13 09:51:53,8,
807,30764,1282,27469,94625,Lakes ha,1,2023-09-13 09:52:38,10,lakes
810,30767,1282,27469,94627,would obstruct view,1,2023-09-13 10:20:54,9,
815,30772,1282,27468,94628,happy to see forest areas extended not sure about lots of reforestration on hills and fells,1,2023-09-13 11:11:34,6,
816,30773,1282,27469,94628,not on fells or hill tops,1,2023-09-13 11:12:33,6,
821,30778,1282,27469,94634,Would like fells to allow animal grazing,1,2023-09-13 11:54:40,10,grazing
825,30782,1282,27468,94633,RETURN TO NATURAL HABITAT AND TRAPPING OF CABON.  ALSO INCREASE WILDLIFE HABITAT.,1,2023-09-13 12:12:20,8,"wildlife,cabon,habitat"
827,30784,1282,27468,94635,More trees generally ,1,2023-09-13 12:15:57,10,
832,30789,1282,27469,94636,Not needed. Many forested areas in the region,1,2023-09-13 14:37:37,7,
836,30793,1282,27468,94642,Everywhere really....,1,2023-09-13 14:45:00,8,
837,30794,1282,27469,94642,"high areas, good for views",1,2023-09-13 14:45:47,8,
839,30796,1282,27468,94643,"In general, I have picked areas that have already trees. My impression is that since these areas already have trees, it would be OK for these areas to have more trees, but I am not sure if this is a correct impressions. In general, I would love to see as many tress in our landscape as possible.",1,2023-09-13 14:51:52,3,
844,30801,1282,27469,94645,Lakeside,1,2023-09-13 15:25:58,4,lakeside
845,30802,1282,27468,94644,Historically there would be more trees on fells and trees are good for nature and reducing our carbon emissions.  ,1,2023-09-13 15:29:13,10,"emission,nature"
846,30803,1282,27469,94644,Trees should be welcome everywhere except maybe on the side of busy roads which in the increasing bad weather may cause safety issues ,1,2023-09-13 15:31:27,8,"road,safety"
850,30807,1282,27468,94670,Near civilisation to counteract carbon footprint,1,2023-09-14 09:46:52,9,civilisation
852,30809,1282,27469,94670,Spoil access to lakes,1,2023-09-14 09:47:44,8,
854,30811,1282,27468,94669,"Any additional trees etc would be valuable for the environment and creation of habitats, however, trees can block out the views of the landscape that people come to visit and enjoy the scenery. So I would suggest added trees to areas that already have some trees. ",1,2023-09-14 09:52:08,4,habitat
855,30812,1282,27469,94669,"As in the previous answer, I would not like to have more trees near the lakes etc as it may block out the scenery that people want to see and photograph. ",1,2023-09-14 09:53:24,7,lake
858,30815,1282,27469,94676,I would avoid trees by main roads to avoid potential damage and to keep good views,1,2023-09-14 10:09:03,5,road
861,30818,1282,27468,94677,like views from the top,1,2023-09-14 10:23:44,4,
862,30819,1282,27469,94677,same as qu 3,1,2023-09-14 10:24:18,5,
867,30824,1282,27468,94681,Most areas with the exception of lakes and mountain tops.,1,2023-09-14 10:34:07,6,lake
868,30825,1282,27468,94679,"Anywhere they will grow, which is probably mostly in the valleys",2,2023-09-14 10:34:51,8,
869,30826,1282,27469,94681,More trees would be suitable in all areas.,1,2023-09-14 10:35:08,9,
870,30827,1282,27469,94679,Keep some views open. Appalaichain-style trees covering the whole landscape is annoying.,1,2023-09-14 10:36:47,4,
873,30830,1282,27468,94684,Everywhere really,1,2023-09-14 11:35:50,5,
876,30833,1282,27468,94691,"I love trees, and the need for more trees, but understand the dilemma between more trees and farmland. I think a compromise needs to be made - maybe more trees naturalising along the edges of existing woodland?",1,2023-09-14 12:39:23,5,farmland
878,30835,1282,27469,94691,"I think some green spaces around towns and villages are needed for people to access, walk etc. Also around lakeshores and mountain ridges, so the views can still be seen?",1,2023-09-14 12:41:37,5,"lakeshore,village,ridge"
880,30837,1282,27468,94690,"only in low lying areas as there is a need for grazing for farmed animals
Also to make woodland more continuous to enable organisms to find protection in continuous habitat",1,2023-09-14 12:46:29,8,habitat
881,30838,1282,27469,94690,"Would not like to see the fells wooded as this would be
excessive forestation
reduce biodiversity
there is always a case for management 
rewilding could happen naturally via succession in chosen areas rather than by specific planting",1,2023-09-14 12:50:30,9,"biodiversity,rewilding"
886,30843,1282,27468,94697,"Above the present treeline on the slopes of hills and mountains, but without obscuring the peaks.",1,2023-09-14 13:18:05,2,
887,30844,1282,27468,94696,,1,2023-09-14 13:18:14,5,
888,30845,1282,27469,94696,,1,2023-09-14 13:19:01,4,
891,30848,1282,27468,94700,"I feel around waterscapes and lower fell ground would be a good position for more trees, to provide more shelter and spaces for nature. ",1,2023-09-14 13:47:29,9,"waterscape,nature,shelter"
895,30852,1282,27468,94701,"around the lakes, lower fells",1,2023-09-14 14:31:32,6,lake
897,30854,1282,27468,94699,Extending the tree line on the lower slopes,1,2023-09-14 14:35:56,7,
898,30855,1282,27469,94699,Need to retain some farmland and recreational open space in the valleys around the villages,1,2023-09-14 14:38:14,8,"village,farmland"
901,30858,1282,27468,94703,Additional trees at lower levels would be good but I wouldn't remove agricultural land for tree planting.,2,2023-09-14 15:19:09,9,
